"JURISDICTION","LOCATION","AGE_GROUP","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","ECSTASY","NO_DRUGS_DETECTED","COUNT","YEAR"
"ACT","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",2,2024
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",4,2024
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",1,2024
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","Not applicable",1,2024
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",6,2024
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","Not applicable",3,2024
"ACT","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",2,2024
"ACT","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",6,2024
"ACT","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","Not applicable",2,2024
"NSW","Inner Regional Australia","0-16","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","0-16","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",4,2024
"NSW","Inner Regional Australia","17-25","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",35,2024
"NSW","Inner Regional Australia","17-25","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",10,2024
"NSW","Inner Regional Australia","17-25","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",5,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",30,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",2,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",3,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Not applicable","Not applicable","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",8,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",6,2024
"NSW","Inner Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",4,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",45,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",2,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",59,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",16,2024
"NSW","Inner Regional Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",3,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",4,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",39,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",3,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",3,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Not applicable","Not applicable","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",42,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",2,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",28,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",2,2024
"NSW","Inner Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","40-64","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",2,2024
"NSW","Inner Regional Australia","40-64","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",35,2024
"NSW","Inner Regional Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",44,2024
"NSW","Inner Regional Australia","40-64","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",16,2024
"NSW","Inner Regional Australia","40-64","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",2,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",34,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",1,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",31,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",28,2024
"NSW","Inner Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",2,2024
"NSW","Inner Regional Australia","65 and over","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","65 and over","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2024
"NSW","Inner Regional Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",1,2024
"NSW","Inner Regional Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",7,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",27,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",6,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",14,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",5,2024
"NSW","Major Cities of Australia","17-25","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",6,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",28,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",6,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",10,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",4,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",1,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",9,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",30,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",2,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",66,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",6,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",13,2024
"NSW","Major Cities of Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",1,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",10,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",23,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",4,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Not applicable","Not applicable","Not applicable","Not applicable",3,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",53,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",3,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",4,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",21,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",3,2024
"NSW","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","40-64","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",4,2024
"NSW","Major Cities of Australia","40-64","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",11,2024
"NSW","Major Cities of Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",64,2024
"NSW","Major Cities of Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",4,2024
"NSW","Major Cities of Australia","40-64","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",8,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",3,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",9,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",47,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",2,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","Not applicable",1,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",27,2024
"NSW","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",1,2024
"NSW","Major Cities of Australia","65 and over","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",2,2024
"NSW","Major Cities of Australia","65 and over","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",2,2024
"NSW","Major Cities of Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",1,2024
"NSW","Major Cities of Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",2,2024
"NSW","Major Cities of Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",1,2024
"NSW","Outer Regional Australia","17-25","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",1,2024
"NSW","Outer Regional Australia","17-25","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",8,2024
"NSW","Outer Regional Australia","17-25","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",7,2024
"NSW","Outer Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2024
"NSW","Outer Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",7,2024
"NSW","Outer Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2024
"NSW","Outer Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",7,2024
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",7,2024
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",2,2024
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",11,2024
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",2,2024
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","Not applicable",1,2024
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",6,2024
